Job	Pri	State	Tool	Dataset	Campaign	Experiment	Instrument	Parm File	Settings_File	Organism	Organism DB	Protein Collection List	Protein Options	Comment________________	Created	Started	Finished	Runtime	Associated Processor Group	Job Request	Results Folder	Archive Folder Path	Last_Affected
353448	3	Complete	Sequest	AID_MPB_013_052407_run2_5Oct07_Sphinx_07-04-11	NIAID Monkeypox Virus BALF	AID_MPB_013_052407	LTQ_Orb_3	sequest_N14_NE.params	LCQDefSettings.txt	Macaca_mulatta	ID_001789_FAB5EC23.fasta	Macaca_sp_2008-12-02	"seq_direction=forward,filetype=fasta"	[Job:D3M580] [Req:D3X050]	12/3/2008 15:32	12/5/2008 1:24	12/5/2008 2:49	65.6		5124	Seq200812050230_Auto353448	\\a2.emsl.pnl.gov\dmsarch\LTQ_ORB_3_1\AID_MPB_013_052407_run2_5Oct07_Sphinx_07-04-11\Seq200812050230_Auto353448	12/5/2008 2:49
353449	3	Complete	Sequest	AID_MPB_013_052407_run3_15Oct07_Sphinx_07-04-11	NIAID Monkeypox Virus BALF	AID_MPB_013_052407	LTQ_Orb_3	sequest_N14_NE.params	LCQDefSettings.txt	Macaca_mulatta	ID_001789_FAB5EC23.fasta	Macaca_sp_2008-12-02	"seq_direction=forward,filetype=fasta"	[Job:D3M580] [Req:D3X050]	12/3/2008 15:32	12/5/2008 1:30	12/5/2008 2:13	30.75		5124	Seq200812050201_Auto353449	\\a2.emsl.pnl.gov\dmsarch\LTQ_ORB_3_1\AID_MPB_013_052407_run3_15Oct07_Sphinx_07-04-11\Seq200812050201_Auto353449	12/5/2008 2:13
353450	3	Complete	Sequest	AID_MPB_014_052407_run1_18Oct07_Sphinx_07-04-11	NIAID Monkeypox Virus BALF	AID_MPB_014_052407	LTQ_Orb_3	sequest_N14_NE.params	LCQDefSettings.txt	Macaca_mulatta	ID_001789_FAB5EC23.fasta	Macaca_sp_2008-12-02	"seq_direction=forward,filetype=fasta"	[Job:D3M580] [Req:D3X050]	12/3/2008 15:32	12/5/2008 1:38	12/5/2008 2:24	34.92		5124	Seq200812050212_Auto353450	\\a2.emsl.pnl.gov\dmsarch\LTQ_ORB_3_1\AID_MPB_014_052407_run1_18Oct07_Sphinx_07-04-11\Seq200812050212_Auto353450	12/5/2008 2:24
353451	3	Complete	Sequest	AID_MPB_014_052407_run2_18Oct07_Sphinx_07-04-11	NIAID Monkeypox Virus BALF	AID_MPB_014_052407	LTQ_Orb_3	sequest_N14_NE.params	LCQDefSettings.txt	Macaca_mulatta	ID_001789_FAB5EC23.fasta	Macaca_sp_2008-12-02	"seq_direction=forward,filetype=fasta"	[Job:D3M580] [Req:D3X050]	12/3/2008 15:32	12/5/2008 1:52	12/5/2008 3:29	85.45		5124	Seq200812050317_Auto353451	\\a2.emsl.pnl.gov\dmsarch\LTQ_ORB_3_1\AID_MPB_014_052407_run2_18Oct07_Sphinx_07-04-11\Seq200812050317_Auto353451	12/5/2008 3:29
353452	3	Complete	Sequest	AID_MPB_014_052407_run3_25Sep07_Sphinx_07-04-11	NIAID Monkeypox Virus BALF	AID_MPB_014_052407	LTQ_Orb_3	sequest_N14_NE.params	LCQDefSettings.txt	Macaca_mulatta	ID_001789_FAB5EC23.fasta	Macaca_sp_2008-12-02	"seq_direction=forward,filetype=fasta"	[Job:D3M580] [Req:D3X050]	12/3/2008 15:32	12/5/2008 2:01	12/5/2008 2:49	34.85		5124	Seq200812050236_Auto353452	\\a2.emsl.pnl.gov\dmsarch\LTQ_ORB_3_1\AID_MPB_014_052407_run3_25Sep07_Sphinx_07-04-11\Seq200812050236_Auto353452	12/5/2008 2:49
353453	3	Complete	Sequest	AID_MPB_015_052407_run1_5Oct07_Sphinx_07-04-11	NIAID Monkeypox Virus BALF	AID_MPB_015_052407	LTQ_Orb_3	sequest_N14_NE.params	LCQDefSettings.txt	Macaca_mulatta	ID_001789_FAB5EC23.fasta	Macaca_sp_2008-12-02	"seq_direction=forward,filetype=fasta"	[Job:D3M580] [Req:D3X050]	12/3/2008 15:32	12/5/2008 2:01	12/5/2008 2:49	37.5		5124	Seq200812050238_Auto353453	\\a2.emsl.pnl.gov\dmsarch\LTQ_ORB_3_1\AID_MPB_015_052407_run1_5Oct07_Sphinx_07-04-11\Seq200812050238_Auto353453	12/5/2008 2:49
353454	3	Complete	Sequest	AID_MPB_015_052407_run2_5Oct07_Sphinx_07-04-11	NIAID Monkeypox Virus BALF	AID_MPB_015_052407	LTQ_Orb_3	sequest_N14_NE.params	LCQDefSettings.txt	Macaca_mulatta	ID_001789_FAB5EC23.fasta	Macaca_sp_2008-12-02	"seq_direction=forward,filetype=fasta"	[Job:D3M580] [Req:D3X050]	12/3/2008 15:32	12/5/2008 2:12	12/5/2008 2:54	31.2		5124	Seq200812050243_Auto353454	\\a2.emsl.pnl.gov\dmsarch\LTQ_ORB_3_1\AID_MPB_015_052407_run2_5Oct07_Sphinx_07-04-11\Seq200812050243_Auto353454	12/5/2008 2:54
353455	3	Complete	Sequest	AID_MPB_015_052407_run3_18Oct07_Sphinx_07-04-11	NIAID Monkeypox Virus BALF	AID_MPB_015_052407	LTQ_Orb_3	sequest_N14_NE.params	LCQDefSettings.txt	Macaca_mulatta	ID_001789_FAB5EC23.fasta	Macaca_sp_2008-12-02	"seq_direction=forward,filetype=fasta"	[Job:D3M580] [Req:D3X050]	12/3/2008 15:32	12/5/2008 2:30	12/5/2008 3:44	62.07		5124	Seq200812050332_Auto353455	\\a2.emsl.pnl.gov\dmsarch\LTQ_ORB_3_1\AID_MPB_015_052407_run3_18Oct07_Sphinx_07-04-11\Seq200812050332_Auto353455	12/5/2008 3:44
353456	3	Complete	Sequest	AID_MPB_016_052407_run1_18Oct07_Sphinx_07-04-11	NIAID Monkeypox Virus BALF	AID_MPB_016_052407	LTQ_Orb_3	sequest_N14_NE.params	LCQDefSettings.txt	Macaca_mulatta	ID_001789_FAB5EC23.fasta	Macaca_sp_2008-12-02	"seq_direction=forward,filetype=fasta"	[Job:D3M580] [Req:D3X050]	12/3/2008 15:32	12/5/2008 2:36	12/5/2008 3:19	32.72		5124	Seq200812050308_Auto353456	\\a2.emsl.pnl.gov\dmsarch\LTQ_ORB_3_1\AID_MPB_016_052407_run1_18Oct07_Sphinx_07-04-11\Seq200812050308_Auto353456	12/5/2008 3:19
353457	3	Complete	Sequest	AID_MPB_016_052407_run2_18Oct07_Sphinx_07-04-11	NIAID Monkeypox Virus BALF	AID_MPB_016_052407	LTQ_Orb_3	sequest_N14_NE.params	LCQDefSettings.txt	Macaca_mulatta	ID_001789_FAB5EC23.fasta	Macaca_sp_2008-12-02	"seq_direction=forward,filetype=fasta"	[Job:D3M580] [Req:D3X050]	12/3/2008 15:32	12/5/2008 2:39	12/5/2008 3:34	38.85		5124	Seq200812050317_Auto353457	\\a2.emsl.pnl.gov\dmsarch\LTQ_ORB_3_1\AID_MPB_016_052407_run2_18Oct07_Sphinx_07-04-11\Seq200812050317_Auto353457	12/5/2008 3:34
353458	3	Complete	Sequest	AID_MPB_016_052407_run3_18Oct07_Sphinx_07-04-11	NIAID Monkeypox Virus BALF	AID_MPB_016_052407	LTQ_Orb_3	sequest_N14_NE.params	LCQDefSettings.txt	Macaca_mulatta	ID_001789_FAB5EC23.fasta	Macaca_sp_2008-12-02	"seq_direction=forward,filetype=fasta"	[Job:D3M580] [Req:D3X050]	12/3/2008 15:32	12/5/2008 2:44	12/5/2008 3:34	35.15		5124	Seq200812050319_Auto353458	\\a2.emsl.pnl.gov\dmsarch\LTQ_ORB_3_1\AID_MPB_016_052407_run3_18Oct07_Sphinx_07-04-11\Seq200812050319_Auto353458	12/5/2008 3:34
